Id,PlayerId,SortNo,Name,SubParty,Debuff,Description,GVS
10601,261087854007,1,"ニーナ",0,0,"主力",1
10602,261087854007,2,"デバフ1",0,1,"デバフ1",1
10603,261087854007,3,"デバフ2",0,1,"デバフ2",1
10604,261087854007,4,"デバフ3",0,1,"デバフ3",1
10605,261087854007,5,"デバフ4",0,1,"デバフ4",1
10606,261087854007,6,"デバフ5",0,1,"デバフ5",1
10607,261087854007,7,"デバフ6",0,1,"デバフ6",1
10608,261087854007,8,"デバフ7",0,1,"デバフ7",1
10609,261087854007,9,"デバフ8",0,1,"デバフ8",1
10610,261087854007,10,"デバフ9",0,1,"デバフ9",1
10611,261087854007,11,"デバフ10",0,1,"デバフ10",1
10612,261087854007,12,"デバフ11",0,1,"デバフ11",1

# ふじ(49)
10701,283365035007,1,"両軸",0,0,"主力",1

# つくね(47)
10801,894297376007,1,"回避(ルサルカ)",0,0,"主力1",1
10802,894297376007,2,"コルディ",0,0,"主力2",1
10803,894297376007,3,"フローレンス",0,0,"主力3",1

# 目玉焼き(53)
10901,413936901007,1,"回避(ルサルカ)",0,0,"主力1",1
10902,413936901007,2,"フローレンス",0,0,"主力2",1
10903,413936901007,3,"コルディ",0,0,"主力3",1

# my舞【拷問官】(50)
11001,531042793007,1,"ルナリンド(フロ)",0,0,"主力1",1
11002,531042793007,2,"コルディ",0,0,"主力2",1

# あだくん(44)
11101,444478148007,1,"両軸",0,0,"主力1",1
11102,444478148007,2,"メルティーユ",1,0,"サブパ1",1

# どむ(51)
11201,491842544007,1,"コルディ",0,0,"主力1",1
11202,491842544007,2,"フローレンス",0,0,"主力2",1

# 押忍！！クソ男飯！！(55)
11301,335801971007,1,"コルディ",0,0,"主力1",1
11302,335801971007,2,"フローレンス",0,0,"主力2",1
11303,335801971007,3,"回避",0,0,"主力3",1

# アラン(54)
11401,262622156007,1,"コルディ",0,0,"主力1",1
11402,262622156007,2,"フローレンス",0,0,"主力2",1

# バジェットしゅん(53)
11501,572346102007,1,"コルディ",0,0,"主力1",1
11502,572346102007,2,"フローレンス",0,0,"主力2",1
11503,572346102007,3,"サブパ1",1,0,"サブパ1",1
11504,572346102007,4,"デバフ1",0,1,"デバフ1",1
11505,572346102007,5,"デバフ2",0,1,"デバフ2",1
11506,572346102007,6,"デバフ3",0,1,"デバフ3",1
11507,572346102007,7,"デバフ4",0,1,"デバフ4",1
11508,572346102007,8,"デバフ5",0,1,"デバフ5",1
11509,572346102007,9,"デバフ6",0,1,"デバフ6",1
11510,572346102007,10,"デバフ7",0,1,"デバフ7",1
11511,572346102007,11,"デバフ8",0,1,"デバフ8",1

# モリ(54)
11601,176833048007,1,"コルディ",0,0,"主力1",1
11602,176833048007,2,"フローレンス",0,0,"主力2",1
11603,176833048007,3,"デバフ1",0,1,"デバフ1",1
11604,176833048007,4,"デバフ2",0,1,"デバフ2",1
11605,176833048007,5,"デバフ3",0,1,"デバフ3",1
11606,176833048007,6,"デバフ4",0,1,"デバフ4",1
11607,176833048007,7,"デバフ5",0,1,"デバフ5",1
11608,176833048007,8,"デバフ6",0,1,"デバフ6",1
11609,176833048007,9,"デバフ7",0,1,"デバフ7",1
11610,176833048007,10,"デバフ8",0,1,"デバフ8",1
11611,176833048007,11,"デバフ9",0,1,"デバフ9",1

# ぐら(60)
11701,945141572007,1,"コルディ",0,0,"主力1",1
11702,945141572007,2,"フローレンス",0,0,"主力2",1
11703,945141572007,3,"回避",0,0,"主力3",1

# アサギ(62)
11801,459828184007,1,"両軸",0,0,"主力",1
11802,459828184007,2,"デバフ1",0,1,"デバフ1",1
11803,459828184007,3,"デバフ2",0,1,"デバフ2",1
11804,459828184007,4,"デバフ3",0,1,"デバフ3",1
11805,459828184007,5,"デバフ4",0,1,"デバフ4",1
11806,459828184007,6,"デバフ5",0,1,"デバフ5",1
11807,459828184007,7,"デバフ6",0,1,"デバフ6",1
11808,459828184007,8,"デバフ7",0,1,"デバフ7",1
11809,459828184007,9,"デバフ8",0,1,"デバフ8",1
11810,459828184007,10,"デバフ9",0,1,"デバフ9",1
11811,459828184007,11,"デバフ10",0,1,"デバフ10",1
11812,459828184007,12,"デバフ11",0,1,"デバフ11",1
11813,459828184007,13,"デバフ12",0,1,"デバフ12",1

# PIA(45)
11901,301947712007,1,"コルディ",0,0,"主力1",1
11902,301947712007,2,"フローレンス",0,0,"主力2",1

# りほこ(39)
12001,768785556007,1,"両軸",0,0,"主力",1

# 時雨(42)
12101,472556817007,1,"コルディ",0,0,"主力1",1
12102,472556817007,2,"フローレンス",0,0,"主力2",1
12103,472556817007,3,"デバフ1",0,1,"デバフ1",1
12104,472556817007,4,"デバフ2",0,1,"デバフ2",1
12105,472556817007,5,"デバフ3",0,1,"デバフ3",1
12106,472556817007,6,"デバフ4",0,1,"デバフ4",1
12107,472556817007,7,"デバフ5",0,1,"デバフ5",1
12108,472556817007,8,"デバフ6",0,1,"デバフ6",1
12109,472556817007,9,"デバフ7",0,1,"デバフ7",1

# るくれてぃあ(50)
12201,637190055007,1,"回避",0,0,"主力",1

# がすパン(50)
12301,372156978007,1,"回避",0,0,"主力1",1
12302,372156978007,2,"フローレンス",0,0,"主力2",1

# キサラギ(46)
12401,207006623007,1,"コルディ",0,0,"主力1",1
12402,207006623007,2,"フローレンス",0,0,"主力2",1

# はにわ
12501,473365142007,1,"フローレンス",0,0,"主力1",1
12502,473365142007,2,"回避",0,0,"主力2",1
12503,473365142007,3,"デバフ1",0,1,"デバフ1",1
12504,473365142007,4,"デバフ2",0,1,"デバフ2",1
12505,473365142007,5,"デバフ3",0,1,"デバフ3",1
12506,473365142007,6,"デバフ4",0,1,"デバフ4",1
12507,473365142007,7,"デバフ5",0,1,"デバフ5",1
12508,473365142007,8,"デバフ6",0,1,"デバフ6",1
12509,473365142007,9,"デバフ7",0,1,"デバフ7",1
12510,473365142007,10,"デバフ8",0,1,"デバフ8",1
12511,473365142007,11,"デバフ9",0,1,"デバフ9",1
12512,473365142007,12,"デバフ10",0,1,"デバフ10",1

# 竹林公園(35)
12601,203845500007,1,"フローレンス",0,0,"主力1",1
12602,203845500007,2,"コルディ",0,0,"主力2",1

# 山茶花(48)
12701,427719102007,1,"コルディ",0,0,"主力1",1
12702,427719102007,2,"フローレンス",0,0,"主力2",1

# はいてう(50)
12801,170265372007,1,"両軸",0,0,"主力1",1

# すぱーくりんぐきなこ(58)
12901,614888701007,1,"両軸",0,0,"主力",1

# 

# つくし(49)
13101,212887082007,1,"両軸",0,0,"主力",1
13102,212887082007,2,"デバフ1",0,1,"デバフ1",1
13103,212887082007,3,"デバフ2",0,1,"デバフ2",1
13104,212887082007,4,"デバフ3",0,1,"デバフ3",1
13105,212887082007,5,"デバフ4",0,1,"デバフ4",1
13106,212887082007,6,"デバフ5",0,1,"デバフ5",1
13107,212887082007,7,"デバフ6",0,1,"デバフ6",1
13108,212887082007,8,"デバフ7",0,1,"デバフ7",1
13109,212887082007,9,"デバフ8",0,1,"デバフ8",1
13110,212887082007,10,"デバフ9",0,1,"デバフ9",1

# 梔(52)
13201,135460338007,1,"コルディ",0,0,"主力1",1
13202,135460338007,2,"フローレンス",0,0,"主力2",1

# ぱむへら(41)
13301,444427835007,1,"ルサルカ",0,0,"主力",1

# チョコミント(?)


# くまさん(58)
13501,493555278007,1,"コルディ",0,0,"主力1",1
13502,493555278007,2,"フローレンス",0,0,"主力2",1

# ぴーちの主レムりん(60)
13601,678776504007,1,"コルディ",0,0,"主力1",1
13602,678776504007,2,"フローレンス",0,0,"主力2",1

# りゆ(?)

# ニャンパチ(54)
13801,608579704007,1,"フローレンス",0,0,"主力",1
13802,608579704007,2,"デバフ1",0,1,"デバフ1",1
13803,608579704007,3,"デバフ2",0,1,"デバフ2",1
13804,608579704007,4,"デバフ3",0,1,"デバフ3",1
13805,608579704007,5,"デバフ4",0,1,"デバフ4",1
13806,608579704007,6,"デバフ5",0,1,"デバフ5",1
13807,608579704007,7,"デバフ6",0,1,"デバフ6",1
13808,608579704007,8,"デバフ7",0,1,"デバフ7",1
13809,608579704007,9,"デバフ8",0,1,"デバフ8",1
13810,608579704007,10,"デバフ9",0,1,"デバフ9",1
13811,608579704007,11,"デバフ10",0,1,"デバフ10",1

# 颯花(44)
13901,738988809007,1,"デバフ1",0,1,"デバフ1",1
13902,738988809007,2,"デバフ2",0,1,"デバフ2",1
13903,738988809007,3,"デバフ3",0,1,"デバフ3",1
13904,738988809007,4,"デバフ4",0,1,"デバフ4",1
13905,738988809007,5,"デバフ5",0,1,"デバフ5",1
13906,738988809007,6,"デバフ6",0,1,"デバフ6",1
13907,738988809007,7,"デバフ7",0,1,"デバフ7",1
13908,738988809007,8,"デバフ8",0,1,"デバフ8",1
13909,738988809007,9,"デバフ9",0,1,"デバフ9",1

# ちろる(51)
14001,397971095007,1,"コルディ",0,0,"主力1",1
14002,397971095007,2,"フローレンス",0,0,"主力2",1

# アルクェイド(46)
14101,633624149007,1,"ルサルカ(フロ)",0,0,"主力1",1
14102,633624149007,2,"コルディ",0,0,"主力2",1

# TUYU(40)
14201,361687456007,1,"コルディ",0,0,"主力1",1
14202,361687456007,2,"フローレンス",0,0,"主力2",1

# ののは(?)

# かりふらわー(59)
14401,685756986007,1,"両軸",0,0,"主力1",1

# 片翼の悪魔(35-37)
14501,950714862007,1,"回避",0,0,"主力1",1

# まだお∞(40)
14601,360063304007,1,"両軸",0,0,"主力1",1
14602,360063304007,2,"アムレート",1,0,"サブ1",1

# ののた(61)
14701,361392880007,1,"ルサルカ",0,0,"主力1",1
14702,361392880007,2,"赤パ",0,0,"主力2",1
14703,361392880007,3,"両軸",0,0,"主力3",1

# 

# なりの助け(?)



