Id,PlayerId,SortNo,Name,SubParty,Debuff,Description,GVS
91902,699642914007,2,"サブパ1",1,0,"サブパ1",1

# メタリオン
92001,553166175007,1,"両軸",0,0,"主力1",1

# こっしー
92101,108110023007,1,"コルディ",0,0,"主力1",1
92102,108110023007,2,"ルサルカ",0,0,"主力2",1

# snow
92201,899047336007,1,"ニーナ",0,0,"主力1",1

# PIPIN
92301,596545382007,1,"両軸",0,0,"主力1",1

# raychael
92401,888094461007,1,"コルディ",0,0,"主力1",1

# ノイア


# ラナ
92601,619907744007,1,"両軸",0,0,"主力1",1
92602,619907744007,2,"サブパ1",1,0,"サブパ1",1

# risumin
92701,515528675007,1,"回避",0,0,"主力1",1
92702,515528675007,2,"コルディ",0,0,"主力2",1
92703,515528675007,3,"フローレンス",0,0,"主力3",1

# もぶ
92801,549713887007,1,"フローレンス",0,0,"主力1",1
92802,549713887007,2,"コルディ",0,0,"主力2",1
92803,549713887007,3,"サブパ1",1,0,"サブパ1",1
92804,549713887007,4,"サブパ2",1,0,"サブパ2",1

# ジゼル
92901,911730408007,1,"コルディ",0,0,"主力1",1
92902,911730408007,2,"フローレンス",0,0,"主力2",1
92903,911730408007,3,"サブパ1",1,0,"サブパ1",1

# デナーリス
93001,214526530007,1,"両軸",0,0,"主力1",1
93002,214526530007,2,"アムレート",0,0,"主力2",1

# むちぽよ
93101,125291959007,1,"フローレンス",0,0,"主力1",1
93102,125291959007,2,"コルディ",0,0,"主力2",1

# こず
93201,375027773007,1,"両軸",0,0,"主力1",1

# れんさん。
93301,897181961007,1,"両軸",0,0,"主力1",1
93302,897181961007,2,"サブパ1",1,0,"サブパ1",1

# ketchup
93401,676219671007,1,"フローレンス",0,0,"主力1",1
93402,676219671007,2,"コルディ",0,0,"主力2",1

# ミリアム
93501,382101941007,1,"両軸",0,0,"主力1",1
93502,382101941007,2,"ニーナ",0,0,"主力2",1

# なしゆり
93601,499342422007,1,"フローレンス",0,0,"主力1",1
93602,499342422007,2,"コルディ",0,0,"主力2",1

# かいしん
93701,725453079007,1,"ルサルカ(コル)",0,0,"主力1",1
93702,725453079007,2,"エルフ",0,0,"主力2",1

# Playel
93801,741422501007,1,"両軸",0,0,"主力1",1
93802,741422501007,2,"サブパ1",1,0,"サブパ1",1

# YA
93901,527871701007,1,"フローレンス",0,0,"主力1",1
93902,527871701007,2,"コルディ",0,0,"主力2",1

# ピカチュウ
94001,887958527007,1,"フローレンス",0,0,"主力1",1

# あにます
94101,335282564007,1,"コルディ",0,0,"主力1",1
94102,335282564007,2,"アモール",0,0,"主力2",1
94103,335282564007,3,"フローレンス",0,0,"主力3",1
94104,335282564007,4,"サブパ1",1,0,"サブパ1",1
94105,335282564007,5,"サブパ2",1,0,"サブパ2",1
94106,335282564007,6,"サブパ3",1,0,"サブパ3",1
94107,335282564007,7,"サブパ4",1,0,"サブパ4",1

# らーく
94201,514893768007,1,"フローレンス",0,0,"主力1",1
94202,514893768007,2,"コルディ",0,0,"主力2",1

# ちがや
94301,647947122007,1,"ルサルカ(コル)",0,0,"主力1",1
94302,647947122007,2,"フローレンス",0,0,"主力2",1

# かるぼん
94401,127635805007,1,"ニーナ(エルフ)",0,0,"主力1",1
94402,127635805007,2,"ルサルカ(コル)",0,0,"主力2",1
94403,127635805007,3,"フローレンス",0,0,"主力3",1
94404,127635805007,4,"サブパ1",1,0,"サブパ1",1
94405,127635805007,5,"サブパ2",1,0,"サブパ2",1
94406,127635805007,6,"サブパ3",1,0,"サブパ3",1
94407,127635805007,7,"サブパ4",1,0,"サブパ4",1
94408,127635805007,8,"サブパ5",1,0,"サブパ5",1

# ガッルルル
94501,960534600007,1,"回避",0,0,"主力1",1
94502,960534600007,2,"フローレンス",0,0,"主力2",1
94503,960534600007,3,"コルディ",0,0,"主力3",1

# ターク
94601,570972290007,1,"回避",0,0,"主力1",1
94602,570972290007,2,"ルサルカ",0,0,"主力2",1
94603,570972290007,3,"フローレンス",0,0,"主力3",1
94604,570972290007,4,"サブパ1",1,0,"サブパ1",1
94605,570972290007,5,"サブパ2",1,0,"サブパ2",1
94606,570972290007,6,"サブパ3",1,0,"サブパ3",1
94607,570972290007,7,"サブパ4",1,0,"サブパ4",1

# 閃光のたぬ
94701,747368373007,1,"フローレンス",0,0,"主力1",1
94702,747368373007,2,"コルディ",0,0,"主力2",1
94703,747368373007,3,"サブパ1",1,0,"サブパ1",1
94704,747368373007,4,"サブパ2",1,0,"サブパ2",1
94705,747368373007,5,"サブパ3",1,0,"サブパ3",1

# ユーザー
94801,354682601007,1,"ニーナ",0,0,"主力1",1
94802,354682601007,2,"コルディ",0,0,"主力2",1

# きょん
94901,323685954007,1,"コルディ",0,0,"主力1",1
94902,323685954007,2,"ニーナ",0,0,"主力2",1
94903,323685954007,3,"フローレンス",0,0,"主力3",1

