Id,FormationId,PlayerId,SortNo,Name,Rarity,Level,ForceValue,SpeedRune1,SpeedRune2,SpeedRune3,PiercingRune1,PiercingRune2,PiercingRune3,LRNum,URNum,SSRNum,SRNum,RNum,EWeapon
1405,-10007,-2,5,"[聖槍の魔女]エルフリンデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,-10008,-2,1,"テオドラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,-10008,-2,2,"プリシラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,-10008,-2,3,"[夏の残響]コルディ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,-10008,-2,4,"アーティ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,-10008,-2,5,"ベル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,-10009,-2,1,"アイリス",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,-10009,-2,2,"モーザ",12,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,-10009,-2,3,"ロキ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,-10009,-2,4,"ステラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,-10009,-2,5,"イリア",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,-10010,-2,1,"スクルド",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,-10010,-2,2,"ウィーラ",2,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,-10010,-2,3,"カロル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,-10010,-2,4,"チェルナ",4,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,-10010,-2,5,"ソテイラ",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
# コルパ、フロパ、ニーナパ+デバフ
1404,-20001,-3,1,"[天泣の魔女]ルサールカ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,-20001,-3,2,"ミミ",9,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,-20001,-3,3,"マーリン",14,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,-20001,-3,4,"コルディ",14,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,-20001,-3,5,"プリマヴェーラ",10,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,-20002,-3,1,"アムレート",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,-20002,-3,2,"フェンリル",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,-20002,-3,3,"フローレンス",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,-20002,-3,4,"ソルティーナ",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,-20002,-3,5,"[骸晶の魔女]オフィーリア",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,-20003,-3,1,"ニーナ",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,-20003,-3,2,"フィアー",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,-20003,-3,3,"ディアン",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,-20003,-3,4,"フレイシア",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,-20003,-3,5,"アモール",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,-20004,-3,1,"メルティーユ",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,-20004,-3,2,"レア",7,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,-20004,-3,3,"リーン",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,-20004,-3,4,"シフォン",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,-20004,-3,5,"サブリナ",10,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,-20005,-3,1,"リシェス",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,-20005,-3,2,"[墓守の夏休み]モーザ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,-20005,-3,3,"トロポン",12,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,-20005,-3,4,"ハトホル",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,-20005,-3,5,"オリヴィエ",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,-20006,-3,1,"[聖剣の魔女]フォルティナ",9,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,-20006,-3,2,"[却火の魔女]ヴァルリーデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,-20006,-3,3,"[英霊の魔女]アームストロング",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,-20006,-3,4,"[雪幻の魔女]ルナリンド",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,-20006,-3,5,"[錆鉄の魔女]A.A.",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,-20007,-3,1,"ペトラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,-20007,-3,2,"アイビー",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,-20007,-3,3,"[弔花の魔女]ナターシャ",4,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,-20007,-3,4,"[雷啼の魔女]ケロベロス",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,-20007,-3,5,"[聖槍の魔女]エルフリンデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,-20008,-3,1,"テオドラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,-20008,-3,2,"プリシラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,-20008,-3,3,"[夏の残響]コルディ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,-20008,-3,4,"アーティ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,-20008,-3,5,"ベル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,-20009,-3,1,"アイリス",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,-20009,-3,2,"モーザ",12,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,-20009,-3,3,"ロキ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,-20009,-3,4,"ステラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,-20009,-3,5,"イリア",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,-20010,-3,1,"スクルド",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,-20010,-3,2,"ウィーラ",2,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,-20010,-3,3,"カロル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,-20010,-3,4,"チェルナ",4,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,-20010,-3,5,"ソテイラ",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
# コルパ、フロパ、ニーナパ+サブパ+デバフ
1404,-30001,-4,1,"[天泣の魔女]ルサールカ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,-30001,-4,2,"ミミ",9,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,-30001,-4,3,"マーリン",14,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,-30001,-4,4,"コルディ",14,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,-30001,-4,5,"プリマヴェーラ",10,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,-30002,-4,1,"アムレート",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,-30002,-4,2,"フェンリル",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,-30002,-4,3,"フローレンス",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,-30002,-4,4,"ソルティーナ",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,-30002,-4,5,"[骸晶の魔女]オフィーリア",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,-30003,-4,1,"ニーナ",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,-30003,-4,2,"フィアー",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,-30003,-4,3,"ディアン",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,-30003,-4,4,"フレイシア",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,-30003,-4,5,"アモール",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,-30004,-4,1,"メルティーユ",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,-30004,-4,2,"レア",7,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,-30004,-4,3,"リーン",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,-30004,-4,4,"シフォン",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,-30004,-4,5,"サブリナ",10,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,-30005,-4,1,"リシェス",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,-30005,-4,2,"[墓守の夏休み]モーザ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,-30005,-4,3,"トロポン",12,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,-30005,-4,4,"ハトホル",13,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,-30005,-4,5,"オリヴィエ",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,-30006,-4,1,"[聖剣の魔女]フォルティナ",9,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,-30006,-4,2,"[却火の魔女]ヴァルリーデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,-30006,-4,3,"[英霊の魔女]アームストロング",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,-30006,-4,4,"[雪幻の魔女]ルナリンド",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,-30006,-4,5,"[錆鉄の魔女]A.A.",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,-30007,-4,1,"ペトラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,-30007,-4,2,"アイビー",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,-30007,-4,3,"[弔花の魔女]ナターシャ",4,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,-30007,-4,4,"[雷啼の魔女]ケロベロス",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,-30007,-4,5,"[聖槍の魔女]エルフリンデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,-30008,-4,1,"テオドラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,-30008,-4,2,"プリシラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,-30008,-4,3,"[夏の残響]コルディ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,-30008,-4,4,"アーティ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,-30008,-4,5,"ベル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,-30009,-4,1,"アイリス",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,-30009,-4,2,"モーザ",12,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,-30009,-4,3,"ロキ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,-30009,-4,4,"ステラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,-30009,-4,5,"イリア",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,-30010,-4,1,"スクルド",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,-30010,-4,2,"ウィーラ",2,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,-30010,-4,3,"カロル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,-30010,-4,4,"チェルナ",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,-30010,-4,5,"ソテイラ",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,-30011,-4,1,"ザラ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,-30011,-4,2,"ロザリー",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,-30011,-4,3,"リブラ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,-30011,-4,4,"[涼風の軍神]サブリナ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,-30011,-4,5,"ルーク",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,-30012,-4,1,"ガルム",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,-30012,-4,2,"シャーロット",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,-30012,-4,3,"シズ",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,-30012,-4,4,"モニカ",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,-30012,-4,5,"アリアンロッド",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
# デバフ要員
1402,-40001,-5,1,"[聖剣の魔女]フォルティナ",9,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,-40001,-5,2,"[却火の魔女]ヴァルリーデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,-40001,-5,3,"[英霊の魔女]アームストロング",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,-40001,-5,4,"[雪幻の魔女]ルナリンド",8,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,-40001,-5,5,"[錆鉄の魔女]A.A.",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,-40002,-5,1,"ペトラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,-40002,-5,2,"アイビー",11,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,-40002,-5,3,"[弔花の魔女]ナターシャ",4,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,-40002,-5,4,"[雷啼の魔女]ケロベロス",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,-40002,-5,5,"[聖槍の魔女]エルフリンデ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,-40003,-5,1,"テオドラ",3,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,-40003,-5,2,"プリシラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,-40003,-5,3,"[夏の残響]コルディ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,-40003,-5,4,"アーティ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,-40003,-5,5,"ベル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,-40004,-5,1,"アイリス",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,-40004,-5,2,"モーザ",12,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,-40004,-5,3,"ロキ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,-40004,-5,4,"ステラ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,-40004,-5,5,"イリア",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,-40005,-5,1,"スクルド",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,-40005,-5,2,"ウィーラ",2,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,-40005,-5,3,"カロル",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,-40005,-5,4,"チェルナ",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,-40005,-5,5,"ソテイラ",2,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,-40006,-5,1,"ザラ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,-40006,-5,2,"ロザリー",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,-40006,-5,3,"リブラ",5,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,-40006,-5,4,"[涼風の軍神]サブリナ",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,-40006,-5,5,"ルーク",3,340,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,-40007,-5,1,"ガルム",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,-40007,-5,2,"シャーロット",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,-40007,-5,3,"シズ",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,-40007,-5,4,"モニカ",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,-40007,-5,5,"アリアンロッド",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
# はいせさん級
1504,-50001,-6,1,"[骸晶の魔女]オフィーリア",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,-50001,-6,2,"フィアー",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,-50001,-6,3,"フローレンス",15,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,-50001,-6,4,"マーリン",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,-50001,-6,5,"[聖剣の魔女]フォルティナ",8,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,-50002,-6,1,"ニーナ",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,-50002,-6,2,"ディアン",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,-50002,-6,3,"フレイシア",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,-50002,-6,4,"アモール",15,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,-50002,-6,5,"リーン",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,-50003,-6,1,"プリマヴェーラ",15,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,-50003,-6,2,"ミミ",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,-50003,-6,3,"[天泣の魔女]ルサールカ",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,-50003,-6,4,"オリヴィエ",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,-50003,-6,5,"[聖槍の魔女]エルフリンデ",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,-50004,-6,1,"アーティ",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,-50004,-6,2,"フェンリル",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,-50004,-6,3,"コルディ",14,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,-50004,-6,4,"[雷啼の魔女]ケロベロス",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,-50004,-6,5,"アムレート",16,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,-50005,-6,1,"[涼風の軍神]サブリナ",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,-50005,-6,2,"レア",13,480,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,-50005,-6,3,"メルティーユ",15,480,0,0,0,0,0,0,0,0,0,0,0,0,0
